Name,Job Title,Skills,Experience (Years),Education,Certification,Location
John Smith,AI Engineer,"Python, AI Systems, TensorFlow",8,PhD,Google Data Engineer,Sandraview
Thomas Pierce,Data Scientist,"Python, TensorFlow, R, Deep Learning, Pandas",2,PhD,Google Data Engineer,Petersonfurt
Mrs. Holly Jackson DVM,ML Engineer,"Scikit-learn, Keras, Python, PyTorch, NLP, TensorFlow",11,Bachelor's,Microsoft Azure,Port Becky
Mrs. Erin Morris DVM,Data Engineer,"ETL, Kafka, Python, SQL",7,Master's,AWS Certified,New David
Donald Rodriguez,Data Analyst,"Excel, Power BI, Data Visualization, Tableau, SQL, Python",13,Bachelor's,Microsoft Azure,New Susan
Catherine Smith,Data Scientist,"Deep Learning, TensorFlow, Python, R, Pandas, Machine Learning",13,Bachelor's,Microsoft Azure,West Jonathanbury
Sydney Wang,Data Analyst,"Python, SQL, Data Visualization",3,Master's,None,Travishaven
Jason Jones,AI Engineer,"NLP, Deep Learning, TensorFlow, AI Systems, Python, Machine Learning",14,Master's,Microsoft Azure,South Christinashire
Shawn Fernandez,Data Engineer,"Kafka, Spark, Hadoop, ETL",15,Bachelor's,Microsoft Azure,Christophermouth
Christopher Butler,AI Engineer,"NLP, AI Systems, TensorFlow, Deep Learning",12,PhD,AWS Certified,Meghanshire
Phillip King,AI Engineer,"Python, AI Systems, Deep Learning, NLP, TensorFlow, Machine Learning",12,Bachelor's,AWS Certified,Grahammouth
Andrew Hatfield,Data Scientist,"Python, Pandas, Machine Learning, R, TensorFlow, Deep Learning",7,Master's,AWS Certified,Pierceton
Courtney Thomas,Data Engineer,"Kafka, AWS, Hadoop, ETL",14,Master's,AWS Certified,West Brandon
Shane Logan,Data Engineer,"Spark, ETL, AWS, Python, Kafka",14,PhD,None,East Heather
Alfred Bray,Data Scientist,"Python, Pandas, Machine Learning",15,Master's,None,North Joyton
George Joseph,Data Analyst,"Power BI, Tableau, Excel, Python, Data Visualization",11,Bachelor's,None,Lake Laura
Mrs. Sarah Clark,AI Engineer,"AI Systems, Machine Learning, TensorFlow, NLP",8,Bachelor's,AWS Certified,Cynthiaborough
Anthony Davies,Data Analyst,"Data Visualization, Excel, Power BI, Python, Tableau, SQL",7,Bachelor's,None,Lake Megan
Douglas Bell,Data Scientist,"TensorFlow, Python, Machine Learning, Deep Learning",11,Bachelor's,None,Underwoodshire
Tina Oconnor,Data Scientist,"Python, R, Machine Learning, Deep Learning",15,PhD,AWS Certified,Nelsonfort
Michael Ho,Data Analyst,"SQL, Excel, Power BI",8,Bachelor's,AWS Certified,Donaldborough
Madison Smith,AI Engineer,"Python, Machine Learning, AI Systems, TensorFlow, NLP",5,Bachelor's,None,Larsonfort
Gabriela Clay,ML Engineer,"PyTorch, TensorFlow, Python, NLP",2,PhD,Google Data Engineer,Georgehaven
Robert Williams,ML Engineer,"Scikit-learn, NLP, Python, Keras",2,Bachelor's,Google Data Engineer,Port Casey
Joseph Rice,Data Engineer,"Python, SQL, Hadoop, AWS, ETL",8,PhD,Google Data Engineer,Lake Brentmouth
Mark Brandt,Data Engineer,"Python, Kafka, Spark, ETL",1,Master's,None,Lake Arthurhaven
Heidi Clarke,AI Engineer,"AI Systems, Python, TensorFlow",11,Bachelor's,None,Port Karenville
Sheila Le,Data Scientist,"R, Pandas, Python, Machine Learning, TensorFlow, Deep Learning",14,Master's,Microsoft Azure,South Paulaberg
Krystal Owens,Data Scientist,"TensorFlow, Machine Learning, Pandas, Python",3,Bachelor's,Microsoft Azure,North Michaeltown
Katie Chen,Data Analyst,"Python, Tableau, Excel, SQL, Data Visualization, Power BI",1,Bachelor's,Microsoft Azure,Brownberg
Edward Nguyen,AI Engineer,"TensorFlow, Machine Learning, NLP, AI Systems, Python",4,PhD,Google Data Engineer,West Teresaland
Francisco Dean,Data Engineer,"Python, Spark, Hadoop, ETL",10,Master's,Microsoft Azure,New Angelashire
Joyce Ellis,AI Engineer,"TensorFlow, AI Systems, NLP, Python, Deep Learning",5,Bachelor's,None,Westhaven
Mark Martinez,Data Engineer,"Python, Spark, ETL, Kafka, SQL, Hadoop",12,PhD,AWS Certified,East Marystad
Benjamin Suarez,AI Engineer,"NLP, Deep Learning, Machine Learning, Python, AI Systems",6,Master's,Google Data Engineer,Karenhaven
Tyler Wilson,Data Engineer,"SQL, Kafka, Spark, ETL",6,PhD,Microsoft Azure,Campbellhaven
Sarah Ward,ML Engineer,"NLP, TensorFlow, PyTorch, Python",3,Bachelor's,None,Tammyberg
Patty Ward,AI Engineer,"Python, NLP, TensorFlow, Deep Learning",8,Bachelor's,AWS Certified,Pageburgh
Carolyn Smith,Data Engineer,"Python, Spark, SQL",3,PhD,Microsoft Azure,Briannashire
Christopher Murray,ML Engineer,"NLP, Scikit-learn, PyTorch, TensorFlow",9,PhD,None,East Tonyport
Bradley Webster,Data Scientist,"Python, Pandas, TensorFlow, R, Deep Learning",8,Bachelor's,AWS Certified,New Sean
Joseph Garcia,Data Engineer,"ETL, AWS, Spark, Python",10,Bachelor's,Microsoft Azure,East Brandyland
Rebecca Richardson,ML Engineer,"TensorFlow, Python, NLP, Scikit-learn",2,Bachelor's,Microsoft Azure,West Jessicafort
Kara Meyer,Data Scientist,"Machine Learning, R, Pandas, TensorFlow, Deep Learning",11,PhD,None,Jennaborough
Lynn Ellison,Data Engineer,"SQL, ETL, AWS, Python, Hadoop",11,PhD,None,South Jennifer
Karen Jackson,Data Analyst,"SQL, Tableau, Python, Data Visualization, Excel",7,PhD,AWS Certified,Michaelshire
Dr. Meagan Boyd,Data Scientist,"Python, R, Deep Learning, Machine Learning, TensorFlow, Pandas",8,Bachelor's,Google Data Engineer,Josephmouth
Jason Swanson,Data Engineer,"SQL, ETL, Python, Kafka",13,Bachelor's,Google Data Engineer,North Andrewmouth
Kristina Moore,Data Scientist,"Deep Learning, Python, Pandas, Machine Learning, R, TensorFlow",1,Bachelor's,None,Deborahfort
Kristina Nguyen,Data Engineer,"ETL, Kafka, Python, SQL, Hadoop, AWS",14,Master's,Microsoft Azure,Lake Stephanieborough
Beverly King,AI Engineer,"Machine Learning, Python, NLP, Deep Learning",15,Bachelor's,Microsoft Azure,South Regina
Carol Evans,Data Engineer,"Kafka, Python, SQL",11,Bachelor's,AWS Certified,Lake William
Jose Jacobs,Data Analyst,"Excel, Power BI, SQL, Tableau",9,Master's,None,Lake Lynn
Roberto Obrien,Data Scientist,"Python, Deep Learning, Machine Learning, TensorFlow",15,PhD,Microsoft Azure,West Regina
Jennifer White,Data Scientist,"Machine Learning, R, Python, Pandas",7,PhD,Microsoft Azure,Pittsbury
Derrick Patterson,Data Scientist,"R, Deep Learning, TensorFlow",1,Bachelor's,None,Hodgesberg
Robert Campbell,Data Analyst,"Tableau, Data Visualization, SQL, Excel, Python",9,PhD,Google Data Engineer,West Joseph
Linda Ryan,Data Engineer,"SQL, Python, AWS, Kafka, Spark, ETL",8,Bachelor's,None,Edwardsfort
Tiffany Watts,Data Engineer,"Spark, Hadoop, Python, SQL, AWS",6,PhD,Google Data Engineer,Angelaton
Ronald Lam,Data Engineer,"Hadoop, Kafka, Spark, ETL, AWS",1,Bachelor's,None,Deniseberg
Robert Bowers,Data Analyst,"Tableau, Python, Power BI, SQL",13,Master's,AWS Certified,Estradamouth
Bonnie Tran,Data Analyst,"Python, Data Visualization, Power BI, Tableau",5,Master's,None,West Cathybury
Andrew Martin,ML Engineer,"Keras, Python, NLP, PyTorch, Scikit-learn, TensorFlow",7,Master's,Microsoft Azure,Port Regina
Jane Scott,Data Analyst,"Power BI, Excel, Tableau",6,Master's,None,Chasefort
Brandy Arnold,Data Analyst,"Python, SQL, Tableau, Data Visualization, Power BI, Excel",10,PhD,Microsoft Azure,Cruzville
Jorge Ross,Data Scientist,"Deep Learning, Machine Learning, TensorFlow, R, Python, Pandas",15,Master's,None,Kirkstad
Mrs. Kelsey Jimenez,Data Engineer,"ETL, SQL, Spark, AWS, Kafka",9,Master's,AWS Certified,North Waynechester
Jennifer Braun,Data Engineer,"ETL, AWS, Kafka, Spark, Python, SQL",3,Bachelor's,Microsoft Azure,Anthonyfort
Jon Dougherty,Data Scientist,"Python, Machine Learning, Pandas, TensorFlow",2,Master's,AWS Certified,East Betty
Ashley Carroll,Data Scientist,"R, Pandas, Machine Learning, Python, TensorFlow, Deep Learning",13,Master's,None,Joshuaside
Tim Weaver,AI Engineer,"Machine Learning, Python, AI Systems, NLP, TensorFlow",15,Bachelor's,Microsoft Azure,Jenniferstad
Summer Moore,Data Analyst,"Power BI, SQL, Tableau, Python",8,PhD,None,Thomasland
Maria Jones,Data Analyst,"Excel, Data Visualization, Tableau, Power BI",7,PhD,AWS Certified,Phillipsshire
Ashley Wong,ML Engineer,"Keras, TensorFlow, NLP",3,Master's,None,Schaeferchester
Rodney Mcguire,AI Engineer,"Python, TensorFlow, NLP",10,Bachelor's,None,Lake Christineberg
Mark Fields,ML Engineer,"PyTorch, NLP, Keras, Python",10,Bachelor's,AWS Certified,Gonzalezland
Michael Wood,AI Engineer,"NLP, Deep Learning, Machine Learning, AI Systems, Python, TensorFlow",3,Master's,None,Lake Richardborough
Joshua Richards,ML Engineer,"Python, Keras, TensorFlow, Scikit-learn, PyTorch",3,Master's,Google Data Engineer,Martinezport
Robert Levy,AI Engineer,"Python, Machine Learning, TensorFlow",3,Master's,None,Lake Annette
Alex Barr,Data Engineer,"Hadoop, Spark, ETL, AWS, SQL, Python",10,Bachelor's,Microsoft Azure,Lake Matthewburgh
Ashley White,Data Scientist,"Machine Learning, Python, Pandas, Deep Learning",15,PhD,None,West Justintown
Mitchell Evans,ML Engineer,"Python, TensorFlow, PyTorch, Keras, NLP",4,Bachelor's,AWS Certified,Port Shawn
Christina Shelton,Data Engineer,"Python, ETL, AWS, Kafka",11,Bachelor's,Microsoft Azure,Jasonport
Ann Gonzalez,ML Engineer,"Keras, TensorFlow, PyTorch, Scikit-learn, Python, NLP",13,Bachelor's,Microsoft Azure,Samanthaburgh
Joshua White,Data Scientist,"TensorFlow, Pandas, Machine Learning",8,Master's,Microsoft Azure,Silvaside
Christine Foster,Data Engineer,"Hadoop, SQL, Python, Kafka, Spark",5,Bachelor's,Microsoft Azure,South Theresahaven
Maxwell Phillips,AI Engineer,"Python, Deep Learning, AI Systems, Machine Learning, NLP",9,Bachelor's,Google Data Engineer,Mitchellchester
Joseph Payne,Data Engineer,"Spark, ETL, AWS",8,Bachelor's,None,Port Kevinton
Julian Arias,AI Engineer,"Deep Learning, TensorFlow, Machine Learning, AI Systems",1,Bachelor's,None,New Cindymouth
Dennis Farley,Data Scientist,"Deep Learning, Pandas, TensorFlow, Machine Learning, R",15,Master's,AWS Certified,Benjaminburgh
Kristina Mcgee,Data Engineer,"Spark, Kafka, Python, Hadoop, ETL",3,Master's,Google Data Engineer,South Anitastad
Christina Gray,Data Analyst,"SQL, Data Visualization, Excel, Python, Tableau",3,PhD,Microsoft Azure,New Eric
Chad Wells,Data Engineer,"Kafka, ETL, SQL",1,Bachelor's,None,North Chelsea
Gregory Robertson,ML Engineer,"Python, TensorFlow, Scikit-learn, NLP, PyTorch, Keras",8,PhD,AWS Certified,Bowersport
Nicole Fowler,ML Engineer,"Keras, Scikit-learn, NLP, Python, PyTorch, TensorFlow",15,PhD,AWS Certified,Thorntonmouth
Andrew Richards,ML Engineer,"Keras, NLP, Python, TensorFlow, PyTorch",11,Master's,AWS Certified,West Sarahland
Gregory Bryan,ML Engineer,"Python, NLP, PyTorch, Keras",13,Master's,AWS Certified,West William
Thomas Smith,Data Scientist,"Pandas, TensorFlow, Machine Learning, Deep Learning",1,Master's,AWS Certified,Lake Deanna
Nicholas Tate,Data Scientist,"Pandas, Machine Learning, R, Python, TensorFlow, Deep Learning",13,Master's,Microsoft Azure,Courtneyhaven
Sherry Yu,Data Analyst,"Python, Excel, SQL, Tableau, Power BI, Data Visualization",12,PhD,AWS Certified,North Brian
Andrea Esparza,AI Engineer,"Machine Learning, Deep Learning, AI Systems",15,Master's,Microsoft Azure,Lake Johnmouth
Travis Day,AI Engineer,"Python, Machine Learning, AI Systems",6,Bachelor's,AWS Certified,Rebeccaton
Danielle Holden,Data Analyst,"Excel, Python, Power BI",15,Bachelor's,AWS Certified,Lynnfurt
Angela Keith,Data Analyst,"Data Visualization, SQL, Power BI, Excel, Python",4,Master's,AWS Certified,Sandovalfort
Steven Williams,ML Engineer,"Python, Scikit-learn, NLP, TensorFlow, PyTorch, Keras",4,Bachelor's,None,Carolinehaven
Christopher Yang,Data Analyst,"Tableau, Data Visualization, Python, Power BI, Excel",6,PhD,Google Data Engineer,East Nicholas
Jeanne Brown,ML Engineer,"PyTorch, TensorFlow, NLP",8,PhD,None,Lake Zachary
Samuel Riley,ML Engineer,"NLP, Scikit-learn, PyTorch, Keras, Python, TensorFlow",11,Master's,None,Durhamburgh
Veronica Warren,Data Engineer,"Kafka, SQL, Python",5,Master's,None,Hallfurt
Deborah Boyle,Data Engineer,"AWS, SQL, Spark, Python",7,Master's,Google Data Engineer,West Alexismouth
Sharon Ortiz,AI Engineer,"Machine Learning, Deep Learning, TensorFlow, AI Systems, NLP",13,Master's,Microsoft Azure,North Aprilshire
Brandon Garcia,Data Engineer,"Hadoop, Kafka, ETL, SQL, Python, Spark",10,Master's,None,Trevorville
Tiffany Harper,Data Scientist,"Pandas, R, Python",1,Master's,AWS Certified,Port Jacobton
Chelsea Davis,Data Analyst,"Power BI, Data Visualization, SQL, Tableau, Excel, Python",4,Master's,Google Data Engineer,Joyceborough
Samantha Jenkins,Data Analyst,"Data Visualization, Tableau, Excel",3,PhD,None,Robertland
Angela Brown,Data Engineer,"ETL, Spark, Python, Hadoop, AWS",5,PhD,Google Data Engineer,South Cathytown
Gary Villa,Data Scientist,"Machine Learning, Python, Deep Learning, R, Pandas, TensorFlow",6,Bachelor's,Google Data Engineer,Michaelabury
Elizabeth Campbell,Data Scientist,"R, TensorFlow, Python, Pandas, Machine Learning",11,Bachelor's,None,Port Timothyberg
Juan Garrett,Data Analyst,"Python, SQL, Excel, Tableau",14,PhD,None,North Michael
Rodney Jones,Data Analyst,"Tableau, Power BI, SQL, Excel",7,PhD,Microsoft Azure,North Jamiemouth
William Bailey,Data Scientist,"Machine Learning, R, TensorFlow, Python, Deep Learning, Pandas",14,PhD,AWS Certified,Alexanderberg
Donna Ward,Data Scientist,"Python, Machine Learning, Pandas, Deep Learning, R",1,Bachelor's,Microsoft Azure,Jacksontown
Holly Glover,Data Engineer,"Kafka, SQL, Python, ETL",2,PhD,Google Data Engineer,Ellisfort
Dr. Brandon Graves,Data Engineer,"Spark, Python, ETL, SQL, Hadoop, AWS",12,PhD,None,Angelaburgh
Elizabeth Phillips,Data Scientist,"Pandas, R, TensorFlow, Machine Learning",8,Master's,Microsoft Azure,Matthewsside
Valerie Ayala,AI Engineer,"AI Systems, NLP, Machine Learning",9,Master's,AWS Certified,New Henryfurt
Lauren Miller,AI Engineer,"Machine Learning, TensorFlow, AI Systems, NLP, Python",13,Master's,None,North Frederickport
Jenna Merritt,Data Scientist,"Deep Learning, R, Python, TensorFlow, Pandas, Machine Learning",5,PhD,Google Data Engineer,North Tonyaport
Keith Miller,Data Scientist,"R, Python, TensorFlow, Machine Learning, Pandas, Deep Learning",6,Master's,None,Williamville
Ashley Marshall,Data Scientist,"R, TensorFlow, Machine Learning, Deep Learning, Python",14,Bachelor's,Google Data Engineer,Kennethbury
Sheila King,ML Engineer,"NLP, Keras, PyTorch",3,Master's,None,Samuelberg
Jeffery Payne,ML Engineer,"NLP, Keras, Scikit-learn, Python",14,Master's,AWS Certified,West Leah
Kimberly Burch,AI Engineer,"AI Systems, NLP, TensorFlow, Deep Learning, Machine Learning",10,PhD,Microsoft Azure,West Valeriechester
Christopher Massey,Data Scientist,"R, Machine Learning, Deep Learning, Python, Pandas, TensorFlow",12,Bachelor's,None,South Williamberg
Nathan Rowe,Data Analyst,"Python, Tableau, SQL, Data Visualization, Excel",7,Master's,None,Duranmouth
Maureen Martinez,AI Engineer,"AI Systems, Deep Learning, Python, Machine Learning",2,PhD,None,New Janetview
Samantha Holland,AI Engineer,"Deep Learning, Machine Learning, NLP, Python",12,PhD,AWS Certified,Reyesport
Jeffery Bishop,AI Engineer,"NLP, Deep Learning, Python, TensorFlow",3,Bachelor's,Google Data Engineer,Winterstown
Tyler Thompson,Data Scientist,"Machine Learning, Deep Learning, Python, TensorFlow, R",10,Master's,None,West Michelleborough
Tiffany Robertson,AI Engineer,"Python, TensorFlow, AI Systems",14,Master's,Microsoft Azure,Joneschester
Craig Floyd,Data Analyst,"Power BI, Tableau, Python, SQL",11,PhD,Google Data Engineer,Edwardshire
Michael Decker,Data Engineer,"SQL, Spark, AWS, Hadoop, Python, ETL",7,PhD,Microsoft Azure,South Annaberg
Martha Valdez,Data Analyst,"Python, Excel, Tableau, Power BI, Data Visualization, SQL",11,Master's,AWS Certified,Whiteshire
William Orr,ML Engineer,"NLP, Scikit-learn, Keras, TensorFlow",14,Master's,None,Port Tinahaven
Traci Oliver,Data Analyst,"Excel, SQL, Power BI, Data Visualization, Python, Tableau",1,PhD,Microsoft Azure,Kaufmantown
James Ryan MD,ML Engineer,"Keras, Python, TensorFlow, NLP, Scikit-learn, PyTorch",4,Bachelor's,Microsoft Azure,Brentbury
Sandra Mann,AI Engineer,"Python, TensorFlow, AI Systems",3,Bachelor's,Google Data Engineer,Sabrinaville
Alexis Williams,Data Scientist,"Python, R, Pandas, Deep Learning, TensorFlow, Machine Learning",8,Master's,None,Mccallview
Sara Hunt,Data Engineer,"Hadoop, Kafka, ETL",15,PhD,AWS Certified,Briggstown
Laurie Hubbard,AI Engineer,"Machine Learning, Deep Learning, AI Systems, Python",4,Master's,Microsoft Azure,New Andreachester
Robyn Nichols,AI Engineer,"Python, TensorFlow, AI Systems, Machine Learning, NLP",5,PhD,Google Data Engineer,Jamieborough
Jenny Clark,Data Analyst,"Excel, Tableau, Python, Data Visualization",11,PhD,None,Ballmouth
Ronnie Bell,AI Engineer,"Python, NLP, Machine Learning",9,Bachelor's,AWS Certified,Sandraville
Mario Haas,ML Engineer,"Python, PyTorch, Keras, NLP, TensorFlow",4,Master's,AWS Certified,East Marc
Raymond Bates,Data Engineer,"Hadoop, ETL, SQL",9,PhD,Google Data Engineer,Port Elizabethtown
Cindy Cole,AI Engineer,"TensorFlow, Deep Learning, Python, NLP",9,Master's,None,Webbfurt
Rebecca Goodwin,Data Scientist,"TensorFlow, Python, Deep Learning",2,PhD,AWS Certified,Robinsonview
David Richardson,Data Scientist,"TensorFlow, Pandas, Python, R, Deep Learning, Machine Learning",11,Bachelor's,None,Port Michelle
Andrea Holmes,AI Engineer,"TensorFlow, Python, Machine Learning",8,Bachelor's,Google Data Engineer,Kristitown
Trevor Curtis,AI Engineer,"Machine Learning, TensorFlow, Python, AI Systems",6,PhD,Google Data Engineer,Port Ryan
Melissa Marshall,AI Engineer,"Deep Learning, NLP, AI Systems, Python, TensorFlow",3,Bachelor's,None,East Tony
Brett Williams,Data Analyst,"Excel, Python, Power BI",1,Bachelor's,AWS Certified,West Samantha
Briana Ryan,Data Analyst,"Python, Power BI, SQL, Excel, Data Visualization, Tableau",5,PhD,None,Desireefort
Adam Graham,AI Engineer,"Machine Learning, AI Systems, NLP, Deep Learning",2,Bachelor's,None,East Catherine
Jennifer Bryan,Data Scientist,"R, Python, Machine Learning",9,PhD,AWS Certified,Daughertyborough
Jeffrey Fleming,AI Engineer,"TensorFlow, AI Systems, Deep Learning",9,Master's,Microsoft Azure,Joanneberg
Ryan Werner,Data Scientist,"R, Machine Learning, Python, Deep Learning, Pandas, TensorFlow",3,Bachelor's,None,West Gregg
Amy Gordon,Data Engineer,"Python, Kafka, ETL, Hadoop",11,PhD,Microsoft Azure,Danielsport
Julie Garrett,ML Engineer,"PyTorch, NLP, Scikit-learn, Python, TensorFlow",10,Bachelor's,Google Data Engineer,Jamesshire
Kayla Mcintyre,Data Scientist,"Machine Learning, TensorFlow, Pandas, Python, Deep Learning, R",3,Master's,Microsoft Azure,Port Jasonburgh
Ashley Williams,Data Scientist,"R, TensorFlow, Machine Learning, Python",12,Bachelor's,Microsoft Azure,Natashaberg
Jeffrey Thomas,ML Engineer,"Python, NLP, TensorFlow, Keras",13,Master's,AWS Certified,North Stephenland
Scott Curtis,Data Engineer,"SQL, Python, ETL, Kafka, Hadoop",13,PhD,Google Data Engineer,Diazport
Heather Jacobs,ML Engineer,"Scikit-learn, Keras, TensorFlow, NLP, Python, PyTorch",5,PhD,Google Data Engineer,Hendersonmouth
Victoria Diaz,Data Analyst,"Data Visualization, Tableau, SQL, Python, Power BI, Excel",10,PhD,Google Data Engineer,Cochranfurt
William Fischer,ML Engineer,"Scikit-learn, Python, PyTorch, NLP, TensorFlow",2,Bachelor's,AWS Certified,Williamschester
Teresa Miller,ML Engineer,"Keras, Scikit-learn, PyTorch, Python",7,Master's,AWS Certified,Williamsland
Jerry Jensen,Data Engineer,"ETL, Kafka, AWS, Hadoop, Python",4,PhD,Microsoft Azure,New Martinton
Charles Rogers,Data Analyst,"Python, SQL, Power BI, Tableau, Data Visualization",10,PhD,AWS Certified,Evelynfort
Martha Gallagher,Data Analyst,"SQL, Excel, Python",15,PhD,None,West Dylan
Rebecca Hamilton,Data Engineer,"Kafka, Python, Hadoop, Spark, AWS, SQL",13,PhD,None,Myersfort
William Ho,Data Engineer,"AWS, ETL, Hadoop, SQL",15,Master's,Microsoft Azure,East Peterstad
